법령일련번호,법령명,법령구분,소관부처,시행일자
258649,전자장치 부착 등에 관한 법률,법률,법무부,20240717
263217,전자장치 부착 등에 관한 법률 시행령,대통령령,법무부,20240717
268103,전자정부법,법률,행정안전부,20250708
281535,전자정부법 시행령,대통령령,행정안전부,20260102
277153,전자조달의 이용 및 촉진에 관한 법률,법률,재정경제부,조달청,20260102
248505,전쟁기념사업회법,법률,국방부,20230605
192458,전직대통령 예우에 관한 법률,법률,행정안전부,20170922
241979,전통 소싸움경기에 관한 법률,법률,농림축산식품부,20230427
253395,전통무예진흥법,법률,문화체육관광부,20240517
260375,전통사찰의 보존 및 지원에 관한 법률,법률,문화체육관광부,20250214
277121,전통시장 및 상점가 육성을 위한 특별법,법률,중소벤처기업부,20260102
272573,전통시장 및 상점가 육성을 위한 특별법 시행령,대통령령,중소벤처기업부,20250722
253397,전통주 등의 산업진흥에 관한 법률,법률,농림축산식품부,20240517
276245,전파법,법률,과학기술정보통신부,방송미디어통신위원회,20260102
279105,전파법 시행규칙,과학기술정보통신부령,과학기술정보통신부,20251001
278235,전파법 시행령,대통령령,과학기술정보통신부,방송미디어통신위원회,20251001
273359,점자법,법률,문화체육관광부,20250814
276333,접경지역 지원 특별법,법률,행정안전부,20251001
257687,정당법,법률,중앙선거관리위원회,20240102
281403,정보 및 보안 업무 기획ㆍ조정 규정,대통령령,국가정보원,20260102
258523,정보보호산업의 진흥에 관한 법률,법률,과학기술정보통신부,20240710
283403,정보통신 진흥 및 융합 활성화 등에 관한 특별법,법률,과학기술정보통신부,20260219
268833,정보통신공사업법,법률,과학기술정보통신부,20260201
272931,정보통신공사업법 시행규칙,과학기술정보통신부령,과학기술정보통신부,20250718
284859,정보통신공사업법 시행령,대통령령,과학기술정보통신부,20260324
259005,정보통신기반 보호법,법률,과학기술정보통신부,20250124
277377,정보통신망 이용촉진 및 정보보호 등에 관한 법률,법률,과학기술정보통신부,방송미디어통신위원회,20251001
230723,정보통신망 이용촉진 및 정보보호 등에 관한 법률 시행규칙,과학기술정보통신부령,과학기술정보통신부,방송미디어통신위원회,20210331
284861,정보통신망 이용촉진 및 정보보호 등에 관한 법률 시행령,대통령령,과학기술정보통신부,방송미디어통신위원회,20260324
276247,정보통신산업 진흥법,법률,과학기술정보통신부,20251001
261999,정부 표창 규정,대통령령,행정안전부,20240430
276143,정부기업예산법,법률,기획예산처,20260102
276265,정부대표 및 특별사절의 임명과 권한에 관한 법률,법률,외교부,20251001
276289,정부법무공단법,법률,법무부,20260102
276145,정부보관금에 관한 법률,법률,재정경제부,20260102
282671,정부보관금취급규칙,재정경제부령,재정경제부,20260102
277285,정부업무평가 기본법,법률,국무조정실,20260102
282673,정부유가증권취급규칙,재정경제부령,재정경제부,20260102
276049,정부조직법,법률,행정안전부,20260102
281041,정부청사관리규정,대통령령,행정안전부,20260102
277287,정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률,법률,국무조정실,20260102
279761,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,법률,보건복지부,20260212
270343,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 시행규칙,보건복지부령,보건복지부,20260326
270127,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률 시행령,대통령령,보건복지부,20260326
195983,정책보좌관의 설치 및 운영에 관한 규정,대통령령,행정안전부,20170726
277297,정치자금법,법률,중앙선거관리위원회,20251001
252491,제대군인지원에 관한 법률,법률,국가보훈부,20240112
258097,제대혈 관리 및 연구에 관한 법률,법률,보건복지부,20240710
276685,제약산업 육성 및 지원에 관한 특별법,법률,보건복지부,20251001
193381,제조물 책임법,법률,공정거래위원회,법무부,20180419
276337,제주4ㆍ3사건 진상규명 및 희생자 명예회복에 관한 특별법,법률,행정안전부,20260102
279611,제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법,법률,국토교통부,행정안전부,20260301
276601,제품안전기본법,법률,산업통상부,20251001
279001,제품의 포장재질ㆍ포장방법에 관한 기준 등에 관한 규칙,기후에너지환경부령,기후에너지환경부,20251001
277023,조경진흥법,법률,국토교통부,20251001
190557,조기진급 등에 관한 규정,대통령령,교육부,20170101
277155,조달사업에 관한 법률,법률,재정경제부,조달청,20260102
280891,조달사업에 관한 법률 시행령,대통령령,재정경제부,조달청,20260102
224875,조세범 처벌법,법률,재정경제부,20210101
247789,조세범 처벌절차법,법률,재정경제부,20230117
280409,조세특례제한법,법률,재정경제부,행정안전부,20260401
284611,조세특례제한법 시행규칙,재정경제부령,재정경제부,행정안전부,20260320
283625,조세특례제한법 시행령,대통령령,재정경제부,행정안전부,20260401
246599,종자산업법,법률,농림축산식품부,20240628
285113,종자산업법 시행규칙,농림축산식품부령,농림축산식품부,20260324
270129,종자산업법 시행령,대통령령,농림축산식품부,20260326
280417,종합부동산세법,법률,재정경제부,20260101
283639,종합부동산세법 시행령,대통령령,재정경제부,20260227
250087,주거급여법,법률,국토교통부,20231019
266717,주거기본법,법률,국토교통부,20250604
276149,주류 면허 등에 관한 법률,법률,재정경제부,20260102
280897,주류 면허 등에 관한 법률 시행령,대통령령,재정경제부,20260102
268555,주민등록법,법률,행정안전부,20250722
266731,주민등록법 시행령,대통령령,행정안전부,20250401
228577,주민소환에 관한 법률,법률,행정안전부,20220113
253963,주민조례발안에 관한 법률,법률,행정안전부,20240217
241921,주민투표법,법률,행정안전부,20230427
267559,주세법,법률,재정경제부,20250101
283483,주세법 시행령,대통령령,재정경제부,20260401
267561,주식ㆍ사채 등의 전자등록에 관한 법률,법률,금융위원회,법무부,20241231
252119,주식ㆍ사채 등의 전자등록에 관한 법률 시행령,대통령령,금융위원회,법무부,20230701
270309,주식회사 등의 외부감사에 관한 법률,법률,금융위원회,20250401
271155,주식회사 등의 외부감사에 관한 법률 시행령,대통령령,금융위원회,20250520
280143,주차장법,법률,국토교통부,20251202
279253,주차장법 시행규칙,국토교통부령,국토교통부,20260331
273373,주차장법 시행령,대통령령,국토교통부,20250817
284867,주택건설기준 등에 관한 규정,대통령령,국토교통부,20260324
283209,주택건설기준 등에 관한 규칙,국토교통부령,국토교통부,20260130
279483,주택공급에 관한 규칙,국토교통부령,국토교통부,20251031
280125,주택도시기금법,법률,국토교통부,20260303
281291,주택도시기금법 시행령,대통령령,국토교통부,20260102
270297,주택법 시행규칙,국토교통부령,국토교통부,20260326
284869,주택법 시행령,대통령령,국토교통부,20260324
240291,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙,법무부령,법무부,20220207
276291,주택임대차보호법,법률,국토교통부,법무부,20260102
280995,주택임대차보호법 시행령,대통령령,국토교통부,법무부,20260102
276339,주한미군 공여구역주변지역 등 지원 특별법,법률,행정안전부,20251001
259063,주한미군기지 이전에 따른 평택시 등의 지원 등에 관한 특별법,법률,국방부,20240123
276605,중ㆍ저준위 방사성폐기물 처분시설의 유치지역지원에 관한 특별법,법률,기후에너지환경부,20260102
278443,중ㆍ저준위 방사성폐기물 처분시설의 유치지역지원에 관한 특별법 시행령,대통령령,기후에너지환경부,20251001
276603,중견기업 성장촉진 및 경쟁력 강화에 관한 특별법,법률,산업통상부,20251001
281137,중견기업 성장촉진 및 경쟁력 강화에 관한 특별법 시행령,대통령령,산업통상부,20260102
228817,중대재해 처벌 등에 관한 법률,법률,고용노동부,공정거래위원회,국토교통부,기후에너지환경부,법무부,산업통상부,중소벤처기업부,20220127
268809,중소기업 기술혁신 촉진법,법률,중소벤처기업부,20260201
277125,중소기업 사업전환 촉진에 관한 특별법,법률,중소벤처기업부,20251001
247251,중소기업 스마트제조혁신 촉진에 관한 법률,법률,중소벤처기업부,20230704
268811,중소기업 인력지원 특별법,법률,중소벤처기업부,20260201
277503,중소기업 인력지원 특별법 시행령,대통령령,중소벤처기업부,20251001
283405,중소기업기본법,법률,중소벤처기업부,20260219
281337,중소기업기본법 시행령,대통령령,중소벤처기업부,20260102
258443,중소기업기술 보호 지원에 관한 법률,법률,중소벤처기업부,20240710
215965,중소기업은행법,법률,금융위원회,20210325
268411,중소기업은행법 시행령,대통령령,금융위원회,20250131
85012,중소기업은행법제54조제6항시행에관한규정,대통령령,금융위원회,20080229
233693,중소기업은행법제54조제6항시행에관한규정 시행세칙,총리령,금융위원회,20210630
277129,중소기업제품 구매촉진 및 판로지원에 관한 법률,법률,중소벤처기업부,20260102
281341,중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령,대통령령,중소벤처기업부,20260102
277131,중소기업진흥에 관한 법률,법률,중소벤처기업부,20260102
281343,중소기업진흥에 관한 법률 시행령,대통령령,중소벤처기업부,20260102
277133,중소기업창업 지원법,법률,중소벤처기업부,20251001
282421,중소기업창업 지원법 시행규칙,중소벤처기업부령,중소벤처기업부,20260101
284871,중소기업창업 지원법 시행령,대통령령,중소벤처기업부,20260324
280149,중소기업협동조합법,법률,중소벤처기업부,20251202
281705,중소기업협동조합법 시행령,대통령령,중소벤처기업부,20260102
276343,중앙지방협력회의의 구성 및 운영에 관한 법률,법률,행정안전부,20260102
276293,중재법,법률,법무부,20251001
279741,중증장애인생산품 우선구매 특별법,법률,보건복지부,20251111
195051,즉결심판에 관한 절차법,법률,법무부,20170726
239245,증권거래세법,법률,재정경제부,20220701
284613,증권거래세법 시행규칙,재정경제부령,재정경제부,20260320
280901,증권거래세법 시행령,대통령령,재정경제부,20260102
140592,증권관련 집단소송법,법률,법무부,20130829
65792,증권관련집단소송규칙,대법원규칙,대법원,20050101
97987,증권에 의한 세입납부에 관한 법률,법률,재정경제부,20091229
55761,증권에의한세입납부에관한법률시행령,대통령령,재정경제부,19960212
268535,지능정보화 기본법,법률,과학기술정보통신부,20260122
282445,지능정보화 기본법 시행령,대통령령,과학기술정보통신부,20260122
276607,지능형 로봇 개발 및 보급 촉진법,법률,산업통상부,20251001
243149,지능형 해상교통정보서비스의 제공 및 이용 활성화에 관한 법률,법률,해양수산부,20230611
279783,지능형전력망의 구축 및 이용촉진에 관한 법률,법률,기후에너지환경부,20260101
280603,지능형전력망의 구축 및 이용촉진에 관한 법률 시행령,대통령령,기후에너지환경부,20251223
153871,지뢰 등 특정 재래식무기 사용 및 이전의 규제에 관한 법률,법률,국방부,20140810
208452,지뢰피해자 지원에 관한 특별법,법률,국방부,20190601
284503,지방 연구직 및 지도직공무원의 임용 등에 관한 규정,대통령령,행정안전부,20260317
276345,지방공기업법,법률,행정안전부,20260102
236001,지방공무원 교육훈련법,법률,행정안전부,20220113
237291,지방공무원 교육훈련법 시행령,대통령령,행정안전부,20220113
257543,지방공무원 명예퇴직수당 등 지급 규정,대통령령,행정안전부,20240102
282473,지방공무원 보수규정,대통령령,행정안전부,20260102
272849,지방공무원 복무규정,대통령령,행정안전부,20250722
282477,지방공무원 수당 등에 관한 규정,대통령령,행정안전부,20260102
285405,지방공무원 임용령,대통령령,행정안전부,20260407
281861,지방공무원 적극행정 운영규정,대통령령,행정안전부,20251230
272557,지방공무원 징계 및 소청 규정,대통령령,행정안전부,20250701
267589,지방공무원법,법률,행정안전부,20250701
271407,지방공무원의 구분 변경에 따른 전직임용 등에 관한 특례규정,대통령령,행정안전부,20250602
204036,지방공휴일에 관한 규정,대통령령,행정안전부,20180710
268061,지방교부세법,법률,행정안전부,20250101
284617,지방교육자치에 관한 법률,법률,교육부,20260319
251971,지방교육자치에 관한 법률 시행령,대통령령,교육부,20240301
280399,지방교육재정교부금법,법률,교육부,20260101
279967,지방교육재정교부금법 시행령,대통령령,교육부,20251202
283517,지방교육행정기관 및 공립의 각급 학교에 두는 국가공무원의 정원에 관한 규정,대통령령,교육부,행정안전부,20260301
265139,지방교육행정기관 재정투자사업 심사규칙,교육부령,교육부,20240903
217431,지방교육행정기관의 행정기구와 정원기준 등에 관한 규정,대통령령,교육부,20200407
276193,지방대학 및 지역균형인재 육성에 관한 법률,법률,교육부,20251001
219091,지방문화원진흥법,법률,문화체육관광부,20210101
281829,지방별정직공무원 인사규정,대통령령,행정안전부,20251230
283257,지방세기본법,법률,행정안전부,20260205
283321,지방세기본법 시행규칙,행정안전부령,행정안전부,20260205
283263,지방세기본법 시행령,대통령령,행정안전부,20260205
276349,지방세법,법률,행정안전부,20260102
282705,지방세법 시행규칙,행정안전부령,행정안전부,20260101
281051,지방세법 시행령,대통령령,행정안전부,20260102
283259,지방세징수법,법률,행정안전부,20260205
268071,지방세징수법 시행규칙,행정안전부령,행정안전부,20250101
283265,지방세징수법 시행령,대통령령,행정안전부,20260205
281907,지방세특례제한법,법률,행정안전부,20260331
282707,지방세특례제한법 시행규칙,행정안전부령,행정안전부,20260101
283633,지방세특례제한법 시행령,대통령령,행정안전부,20260227
253491,지방소도읍 육성 지원법,법률,행정안전부,20240517
248277,지방소방기관 설치에 관한 규정,대통령령,소방청,20230228
228601,지방의료원의 설립 및 운영에 관한 법률,법률,보건복지부,20220113
285437,지방자치단체 기금관리기본법,법률,행정안전부,20260409
281537,지방자치단체 기금관리기본법 시행령,대통령령,행정안전부,20260102
249861,지방자치단체 보조금 관리에 관한 법률,법률,행정안전부,20231012
237335,지방자치단체 전자인사관리시스템 구축ㆍ운영 등에 관한 규정,대통령령,행정안전부,20220113
276355,지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률,법률,행정안전부,20260102
253973,지방자치단체를 당사자로 하는 계약에 관한 법률,법률,행정안전부,20240217
282729,지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙,행정안전부령,행정안전부,20260102
281055,지방자치단체를 당사자로 하는 계약에 관한 법률 시행령,대통령령,행정안전부,20260102
237963,지방자치단체에 대한 행정감사규정,대통령령,행정안전부,20220113
228607,지방자치단체에 두는 국가공무원의 정원에 관한 법률,법률,행정안전부,20220113
281831,지방자치단체의 개방형직위 및 공모직위의 운영 등에 관한 규정,대통령령,행정안전부,20251230
256359,지방자치단체의 교육경비 보조에 관한 규정,대통령령,교육부,20240101
283183,지방자치단체의 행정기구와 정원기준 등에 관한 규정,대통령령,행정안전부,20260203
241925,지방자치단체출연 연구원의 설립 및 운영에 관한 법률,법률,행정안전부,20221027
276357,지방자치법,법률,행정안전부,20260102
281057,지방자치법 시행령,대통령령,행정안전부,20260102
276359,지방자치분권 및 지역균형발전에 관한 특별법,법률,국토교통부,기획예산처,산업통상부,행정안전부,20260102
280903,지방자치분권 및 지역균형발전에 관한 특별법 시행령,대통령령,국토교통부,기획예산처,산업통상부,행정안전부,20260102
281909,지방재정법,법률,행정안전부,20260331
281539,지방재정법 시행령,대통령령,행정안전부,20260102
261067,지방재정투자사업 심사규칙,행정안전부령,행정안전부,20240311
265259,지방전문경력관 규정,대통령령,행정안전부,20240910
283249,지방행정제재ㆍ부과금의 징수 등에 관한 법률,법률,행정안전부,20260205
283261,지방행정제재ㆍ부과금의 징수 등에 관한 법률 시행령,대통령령,행정안전부,20260205
276363,지방회계법,법률,행정안전부,20260102
280221,지방회계법 시행령,대통령령,행정안전부,20251209
237425,지속가능 교통물류 발전법,법률,국토교통부,20211207
277981,지속가능 교통물류 발전법 시행령,대통령령,국토교통부,20251001
238845,지속가능발전 기본법,법률,국무조정실,20220705
237427,지속가능한 기반시설 관리 기본법,법률,국토교통부,20221208
281293,지속가능한 기반시설 관리 기본법 시행령,대통령령,국토교통부,20260102
242919,지식재산 기본법,법률,지식재산처,20221211
261155,지역 개발 및 지원에 관한 법률,법률,국토교통부,20240920
276611,지역 산업위기 대응 및 지역경제 회복을 위한 특별법,법률,산업통상부,20251001
276451,지역농산물 이용촉진 등 농산물 직거래 활성화에 관한 법률,법률,농림축산식품부,20251001
239493,지역문화진흥법,법률,문화체육관광부,20220719
261113,지역문화진흥법 시행령,대통령령,문화체육관광부,20240319
277381,지역방송발전지원 특별법,법률,방송미디어통신위원회,20251001
265479,지역보건법,법률,보건복지부,질병관리청,20250621
273427,지역사랑상품권 이용 활성화에 관한 법률,법률,행정안전부,20260227
268751,지역신문발전지원 특별법,법률,문화체육관광부,20250801
280151,지역신용보증재단법,법률,중소벤처기업부,20251202
281707,지역신용보증재단법 시행령,대통령령,중소벤처기업부,20260102
258341,지역중소기업 육성 및 혁신촉진 등에 관한 법률,법률,중소벤처기업부,20240710
281345,지역중소기업 육성 및 혁신촉진 등에 관한 법률 시행령,대통령령,중소벤처기업부,20260102
277027,지적재조사에 관한 특별법,법률,국토교통부,20260102
268815,지진ㆍ지진해일ㆍ화산의 관측 및 경보에 관한 법률,법률,기상청,20260201
260835,지진ㆍ화산재해대책법,법률,행정안전부,20250828
277781,지진ㆍ화산재해대책법 시행령,대통령령,행정안전부,20251001
276791,지하수법,법률,기후에너지환경부,20251001
279935,지하수법 시행규칙,기후에너지환경부령,기후에너지환경부,20251125
284875,지하수법 시행령,대통령령,기후에너지환경부,20260324
271251,지하안전관리에 관한 특별법,법률,국토교통부,20250527
195116,직능인 경제활동 지원에 관한 법률,법률,행정안전부,20170726
281719,직무분석규정,대통령령,인사혁신처,20260102
276195,직업교육훈련 촉진법,법률,고용노동부,교육부,20251001
259231,직업안정법,법률,고용노동부,20240724
272877,진단용 방사선 발생장치의 안전관리에 관한 규칙,보건복지부령,보건복지부,질병관리청,20250718
234005,진로교육법,법률,교육부,20220721
261699,진술조력인의 선정 등에 관한 규칙,법무부령,법무부,20240401
253647,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,법률,고용노동부,20230808
252309,진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙,고용노동부령,고용노동부,20230630
277419,진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행령,대통령령,고용노동부,20251001
221823,질병관리청 시험의뢰규칙,보건복지부령,질병관리청,20200912
284931,질병관리청과 그 소속기관 직제,대통령령,질병관리청,행정안전부,20260324
285123,질병관리청과 그 소속기관 직제 시행규칙,보건복지부령,질병관리청,20260324
224847,질서위반행위규제법,법률,법무부,20210101
228847,질서위반행위규제법 시행령,대통령령,법무부,20210205
283985,집단에너지사업법,법률,기후에너지환경부,20260310
278451,집단에너지사업법 시행령,대통령령,기후에너지환경부,20251001
249285,집합건물의 소유 및 관리에 관한 법률,법률,법무부,20230929
222441,집행관법,법률,법무부,20210421
283703,집회 및 시위에 관한 법률,법률,경찰청,20260227
153886,징발법,법률,국방부,20140810
276313,징발재산 정리에 관한 특별조치법,법률,국방부,20260102
273679,참전유공자 예우 및 단체설립에 관한 법률,법률,국가보훈부,20260317
268669,채권의 공정한 추심에 관한 법률,법률,법무부,20250722
164242,채권의 공정한 추심에 관한 법률 시행령,대통령령,법무부,20141121
267359,채무자 회생 및 파산에 관한 법률,법률,법무부,20260301
218301,채용절차의 공정화에 관한 법률,법률,고용노동부,20200526
276367,책임운영기관의 설치ㆍ운영에 관한 법률,법률,행정안전부,20260102
283467,책임운영기관의 설치ㆍ운영에 관한 법률 시행령,대통령령,행정안전부,20260324
259395,천문법,법률,우주항공청,20240527
266667,천안함 피격사건 피해구제 및 지원 등을 위한 특별법,법률,국방부,20250604
206699,천연물신약 연구개발 촉진법,법률,보건복지부,20190115
277031,철도사업법,법률,국토교통부,20260102
255197,철도사업법 시행령,대통령령,국토교통부,20240101
277033,철도산업발전기본법,법률,국토교통부,20260102
280129,철도안전법,법률,국토교통부,20260303
285103,철도안전법 시행규칙,국토교통부령,국토교통부,20260324
284881,철도안전법 시행령,대통령령,국토교통부,20260324
277035,철도의 건설 및 철도시설 유지관리에 관한 법률,법률,국토교통부,20260102
259587,철도지하화 및 철도부지 통합개발에 관한 특별법,법률,국토교통부,20250131
236575,철도차량운전규칙,국토교통부령,국토교통부,20211026
276615,첨단산업 인재혁신 특별법,법률,산업통상부,20251001
276687,첨단의료복합단지 육성에 관한 특별법,법률,과학기술정보통신부,보건복지부,산업통상부,20251001
260591,첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률,법률,보건복지부,식품의약품안전처,20250221
258019,청년고용촉진 특별법,법률,고용노동부,20231231
277289,청년기본법,법률,국무조정실,20251001
285455,청년기본법 시행령,대통령령,국무조정실,20260414
276903,청소년 기본법,법률,성평등가족부,20260102
284883,청소년 기본법 시행령,대통령령,성평등가족부,20260324
276905,청소년 보호법,법률,성평등가족부,20251001
276907,청소년복지 지원법,법률,성평등가족부,20260102
276909,청소년활동 진흥법,법률,성평등가족부,20260102
284945,청소년활동 진흥법 시행령,대통령령,성평등가족부,20260324
245297,청원경찰법,법률,경찰청,20221115
224695,청원법,법률,행정안전부,20221223
136917,청원산림보호직원 배치에 관한 법률,법률,산림청,20130323
280953,체신관서 현금출납 규정,대통령령,과학기술정보통신부,20260102
257733,체외진단의료기기법,법률,식품의약품안전처,20260103
282567,체외진단의료기기법 시행규칙,총리령,식품의약품안전처,20260103
265883,체육시설의 설치ㆍ이용에 관한 법률,법률,문화체육관광부,20250423
265107,체육시설의 설치ㆍ이용에 관한 법률 시행규칙,문화체육관광부령,문화체육관광부,20260101
270135,체육시설의 설치ㆍ이용에 관한 법률 시행령,대통령령,문화체육관광부,20260326
253629,체육인 복지법,법률,문화체육관광부,20240209
279605,초ㆍ중등교육법,법률,교육부,20260301
285453,초ㆍ중등교육법 시행령,대통령령,교육부,20260414
260837,초고층 및 지하연계 복합건축물 재난관리에 관한 특별법,법률,소방청,20250828
252899,초지법,법률,농림축산식품부,20230725
268135,총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률,법률,경찰청,20260108
284947,총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률 시행령,대통령령,경찰청,20260324
280905,최빈개발도상국에 대한 특혜관세 공여 규정,대통령령,재정경제부,20260102
218303,최저임금법,법률,고용노동부,20200526
225123,축산계열화사업에 관한 법률,법률,농림축산식품부,20211230
282013,축산물 위생관리법,법률,식품의약품안전처,20251230
258939,축산물 위생관리법 시행규칙,총리령,식품의약품안전처,20241201
273505,축산물 위생관리법 시행령,대통령령,식품의약품안전처,20250826
272865,축산법,법률,농림축산식품부,20260123
285115,축산법 시행규칙,농림축산식품부령,농림축산식품부,20260324
281101,축산법 시행령,대통령령,농림축산식품부,20260102
214187,축산자조금의 조성 및 운용에 관한 법률,법률,농림축산식품부,20200211
272921,출입국관리법,법률,법무부,20260123
283059,출입국관리법 시행규칙,법무부령,법무부,20260123
271319,출입국관리법 시행령,대통령령,법무부,20250601
276403,출판문화산업 진흥법,법률,문화체육관광부,20251001
228621,충청북도 청주시 설치 및 지원특례에 관한 법률,법률,행정안전부,20220113
269807,취업 후 학자금 상환 특별법,법률,교육부,20250619
279199,치과의사전문의의 수련 및 자격 인정 등에 관한 규정,대통령령,보건복지부,20251010
238757,치료감호 등에 관한 법률,법률,법무부,20220705
257869,치매관리법,법률,보건복지부,20240703
263325,치매관리법 시행규칙,보건복지부령,보건복지부,20240703
255029,치매관리법 시행령,대통령령,보건복지부,20230929
276793,친수구역 활용에 관한 특별법,법률,기후에너지환경부,20260102
113181,친일반민족행위자 재산의 국가귀속에 관한 특별법,법률,법무부,20110519
234903,친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률,법률,농림축산식품부,해양수산부,20230101
256733,친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행령,대통령령,농림축산식품부,해양수산부,20231212
268753,콘텐츠산업 진흥법,법률,문화체육관광부,20260201
210363,크루즈산업의 육성 및 지원에 관한 법률,법률,해양수산부,20200228
277387,클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률,법률,과학기술정보통신부,20251001
280955,클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률 시행령,대통령령,과학기술정보통신부,20260102
271273,탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률,법률,산업통상부,20251128
255825,탄소흡수원 유지 및 증진에 관한 법률,법률,산림청,20240501
257313,태권도 진흥 및 태권도공원 조성 등에 관한 법률,법률,문화체육관광부,20240118
265197,택시운송사업의 발전에 관한 법률,법률,국토교통부,20240910
268935,택시운송사업의 발전에 관한 법률 시행령,대통령령,국토교통부,20250131
277037,택지개발촉진법,법률,국토교통부,20260102
235133,택지개발촉진법 시행규칙,국토교통부령,국토교통부,20210827
284889,택지개발촉진법 시행령,대통령령,국토교통부,20260324
281911,토양환경보전법,법률,기후에너지환경부,20260331
285057,토양환경보전법 시행규칙,기후에너지환경부령,기후에너지환경부,20260324
284891,토양환경보전법 시행령,대통령령,기후에너지환경부,20260324
283679,토지이용규제 기본법,법률,국토교통부,20260227
281297,토지이용규제 기본법 시행령,대통령령,국토교통부,20260102
277157,통계법,법률,국가데이터처,20260102
277521,통계법 시행령,대통령령,국가데이터처,20251001
276619,통상조약의 체결절차 및 이행에 관한 법률,법률,산업통상부,외교부,20251001
276621,통상환경변화 대응 및 지원 등에 관한 법률,법률,고용노동부,산업통상부,20251001
268703,통신비밀보호법,법률,과학기술정보통신부,법무부,20250801
258639,통일교육 지원법,법률,통일부,20240417
276315,통합방위법,법률,국방부,20251001
267745,특수의료장비의 설치 및 운영에 관한 규칙,보건복지부령,보건복지부,20241227
266669,특수임무수행자 보상에 관한 법률,법률,국방부,20250401
268559,특수임무유공자 예우 및 단체설립에 관한 법률,법률,국가보훈부,20250422
284895,특수학교시설ㆍ설비기준령,대통령령,교육부,20260324
252787,특정 금융거래정보의 보고 및 이용 등에 관한 법률,법률,금융위원회,법무부,20240719
281385,특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령,대통령령,금융위원회,법무부,20260102
255435,특정강력범죄의 처벌에 관한 특례법,법률,법무부,20240125
199773,특정경제범죄 가중처벌 등에 관한 법률,법률,법무부,20180320
267759,특정국가와의 관세협상에 따른 국제협력관세의 적용에 관한 규정,대통령령,재정경제부,20250101
280907,특정물품등의조달에관한국가를당사자로하는계약에관한법률시행령특례규정,대통령령,재정경제부,20260102
270397,특정범죄 가중처벌 등에 관한 법률,법률,법무부,20250702
188381,특정범죄신고자 등 보호법,법률,법무부,20161220
267365,특정연구기관 육성법,법률,과학기술정보통신부,20241220
272823,특정연구기관 육성법 시행령,대통령령,과학기술정보통신부,20250715
280909,특정조달을 위한 국가를 당사자로 하는 계약에 관한 법률 시행령 특례규정,대통령령,재정경제부,20260102
255431,특정중대범죄 피의자 등 신상정보 공개에 관한 법률,법률,법무부,20240125
277549,특허권 등의 등록령,대통령령,지식재산처,20251001
279827,특허법,법률,지식재산처,20251111
223983,파견근로자 보호 등에 관한 법률,법률,고용노동부,20201208
253401,평생교육법,법률,교육부,20240517
284897,평생교육법 시행령,대통령령,교육부,20260324
251565,평화경제특별구역의 지정 및 운영에 관한 법률,법률,국토교통부,통일부,20231214
278463,폐광지역 개발 지원에 관한 특별법 시행령,대통령령,산업통상부,20251001
268523,폐교재산의 활용촉진을 위한 특별법,법률,교육부,20250722
276797,폐기물관리법,법률,기후에너지환경부,20260326
285237,폐기물관리법 시행규칙,기후에너지환경부령,기후에너지환경부,20260326
284591,폐기물관리법 시행령,대통령령,기후에너지환경부,20260326
276799,폐기물의 국가 간 이동 및 그 처리에 관한 법률,법률,기후에너지환경부,20251001
276801,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률,법률,기후에너지환경부,20251001
259511,포항지진의 진상조사 및 피해구제 등을 위한 특별법,법률,기후에너지환경부,20240731
178989,폭력행위 등 처벌에 관한 법률,법률,법무부,20160106
268659,표시ㆍ광고의 공정화에 관한 법률,법률,공정거래위원회,20250121
278131,표시ㆍ광고의 공정화에 관한 법률 시행령,대통령령,공정거래위원회,20251001
283407,푸드테크산업 육성에 관한 법률,법률,농림축산식품부,20260219
280337,푸드테크산업 육성에 관한 법률 시행규칙,농림축산식품부령,농림축산식품부,20251221
283793,푸드테크산업 육성에 관한 법률 시행령,대통령령,농림축산식품부,20260303
224541,풍속영업의 규제에 관한 법률,법률,경찰청,20210101
268881,풍수해ㆍ지진재해보험법,법률,행정안전부,20260201
